2095	top	一番上、最高の地位やレベル	She reached the top of the mountain and felt a sense of accomplishment.	彼女は山の頂上に達し、達成感を感じました。	かのじょはやまのちょうじょうにたっし、たっせいかんをかんじました。
2096	golden	金色の、素晴らしい、貴重な	The sunset cast a golden glow over the horizon.	夕日が地平線に金色の光を投げかけました。	ゆうひがちへいせんにきんいろのひかりをなげかけました。
2097	tray	トレイ、載せるための平らな容器	Please place the dishes on the tray before serving.	サーブする前に、お皿をトレイに置いてください。	さーぶするまえに、おさらをとれいにおいてください。
2098	special	特別な、特有の	She received a special award for her outstanding performance.	彼女は卓越したパフォーマンスに対して特別な賞を受けました。	かのじょはたくえつしたぱふぉーまんすにたいしてとくべつなしょうをうけました。
2099	citizen	市民	The citizens worked together to ensure the safety of their community.	市民は地域の安全を守るために協力しました。	しみんはちいきのあんぜんをまもるためにきょうりょくしました。
2100	lesson	レッスン、授業	I take an English lesson every Wednesday.	私は毎週水曜日に英語のレッスンを受けています。	わたしはまいしゅうすいようびにえいごのれっすんをうけています。
2101	tax	税金	The government is planning to increase the tax on luxury goods.	政府は贅沢品に対する税金を増加させる計画を立てています。	せいふはぜいたくひんにたいするぜいきんをぞうかさせるけいかくをたてています。
2102	loosen	緩める、和らげる	Loosen your belt.	ベルトを緩めてください。	べるとをゆるめてください。
2103	east	東、方角	The sun rises in the east every morning.	太陽は毎朝東から昇ります。	たいようはまいあさひがしからのぼります。
2104	criminal	犯罪者、犯人	The criminal was arrested by the police.	犯罪者は警察に逮捕されました。	はんざいしゃはけいさつにたいほされました。
2105	complaint	不満、苦情	I filed a complaint about the poor service at the restaurant.	そのレストランのサービスの悪さについて苦情を申し立てました。	そのれすとらんのさーびすのわるさについてくじょうをもうしたてました。
2106	neighborhood	近所、地域社会	I love going for walks in my neighborhood every evening.	毎晩、近所を散歩するのが大好きです。	まいばん、きんじょをさんぽするのがだいすきです。
2107	boast	自慢する	He likes to boast about his success.	彼は自分の成功を自慢することが好きです。	かれはじぶんのせいこうをじまんすることがすきです。
2108	horse	馬	The horse galloped gracefully across the field.	馬は優雅に野原を駆け抜けた。	うまはゆうがにのはらをかけぬけた。
2109	suit	スーツ、服装の一種	He wore a tailored suit to the business meeting.	彼はビジネス会議に合わせたスーツを着ていた。	かれはびじねすかいぎにあわせたすーつをきていた。
