id	word	definition_en	definition_ja	example_en	example_ja	kana	level	grouping	similar_ids
3441	vale	a valley, especially a narrow one; often used poetically or geographically	谷、渓谷	The vale is surrounded by beautiful scenery.	その谷は美しい風景に囲まれています。	そのたにはうつくしいふうけいにかこまれています。	2	4	5624,8467,3364,447,729,13881,7290,3262,1367,651
3442	diabolic	characteristic of or so evil as to be suggestive of the devil; extremely wicked or cruel	悪魔のような、極悪の	His plan was truly diabolic.	彼の計画は本当に悪魔的だった。	かれのけいかくはほんとうにあくまてきだった。	2	2	8913,3496,3537,8127,2714,3933,82,2855,6174,14014
3443	instantaneous	occurring or done instantly; immediately	瞬時の、即座の	His response was instantaneous, leaving everyone amazed.	彼の反応は瞬時で、誰もが驚きました。	かれのはんのうはしゅんじで、だれもがおどろきました。	2	0	1984,1526,8303,11747,5780,3096,12058,3791,2403,270
3444	yank someone's chain	to tease or deceive someone, often by pretending to do something or making a false statement	誰かをからかう、冗談を言う	He always likes to yank someone's chain to have some fun.	彼はいつも友達をからかって楽しんでいます。	かれはいつもともだちをからかってたのしんでいます。	1	1	2693,7575,5065,13074,3577,5630,14530,7153,12313,4789
3445	tetanus	a serious bacterial infection that causes muscle stiffness and spasms, often associated with wounds contaminated with dirt or rusty metal	破傷風、感染症の一つ	He was told he needed to get a tetanus shot.	彼は破傷風の予防接種を受けないといけないと言われた。	かれははしょうふうのよぼうせっしゅをうけないといけないといわれた。	2	2	5174,8594,13597,6977,4416,3258,6781,5402,12782,4678
3446	contrived	deliberately created rather than happening naturally; artificial or forced	不自然な、作り物の、あまりにも計画的な	The plot of the movie was so contrived that no one could believe it.	その映画のストーリーはとても不自然で、誰も信じられないようなものだった。	そのえいがのすとーりーはとてもふしぜんで、だれもしんじられないようなものだった。	2	2	11879,13640,1424,3073,13800,6171,13353,11741,11711,10979
3447	meticulously	in a very careful and detailed manner; showing great attention to detail	入念に、細部にわたって注意深く	He meticulously planned the project.	彼はそのプロジェクトを入念に計画しました。	かれはそのぷろじぇくとをにゅうねんにけいかくしました。	2	3	9709,4771,6494,2004,3372,5938,10339,13706,13035,2433
3448	hedge bets	to reduce risk by making additional, different bets or avoiding a single commitment	リスクを軽減するために複数の選択肢を持つこと	He hedged his bets by diversifying his investments to prepare for future uncertainties.	彼は将来の不確実性に備えて投資でリスクを分散しました。	かれはしょうらいのふかくじつせいにそなえてとうしでりすくをぶんさんしました。	1	1	7491,10531,5963,14241,8163,11971,8401,3454,13950,3532
3449	pinnacle	the highest, most successful, or most important point or level	頂点、最高潮	He reached the pinnacle of his career.	彼はキャリアの頂点に達しました。	かれはきゃりあのちょうてんにたっしました。	2	0	10294,11074,5536,2851,13829,2095,1336,9907,8186,11361
3451	inadvertent	not intentional; accidental	不注意な、意図しない	His inadvertent mistake affected the project.	彼の不注意なミスがプロジェクトに影響を与えました。	かれのふちゅういなみすがぷろじぇくとにえいきょうをあたえました。	2	2	13553,14546,5443,6231,10902,12351,3419,13800,3049,13521
3452	pathological	relating to or caused by a disease; also used to describe extreme or compulsive behaviors	病的な、病気に関連する	He seems to be telling pathological lies.	彼は病的な嘘をついているように見えます。	かれはびょうてきなうそをついているようにみえます。	2	3	5328,14419,13303,12727,13063,8150,13762,4740,12694,12252
3453	euphoric	feeling very happy, excited, or elated	非常に嬉しい、陶酔感を伴う	He is in a euphoric state after passing his exam.	彼は試験に合格して非常に嬉しい状態です。	かれはしけんにごうかくしてひじょうにうれしいじょうたいです。	2	3	9649,309,14468,3688,3539,2934,10384,1385,7616,14101
3454	circumspect	careful to consider potential risks or consequences before acting	慎重な、用心深い	He was circumspect in planning before embarking on the new project.	彼は新しいプロジェクトに取り組む前に、慎重に計画を練りました。	かれはあたらしいぷろじぇくとにとりくむまえに、しんちょうにけいかくをねりました。	2	3	11446,119,8516,4896,3405,4684,11606,12267,839,5839
3455	inlet	a small arm of the sea, a lake, or a river leading inland from a larger body of water	入り江、入江	A small boat was docked in the quiet inlet.	小さなボートが静かな入り江に停泊していました。	ちいさなぼーとがしずかないりえにていはくしていました。	2	4	9398,591,1429,1344,2235,2066,14435,13643,755,1785
3456	subservient	prepared to obey others unquestionably; subordinate	従属的な、従順な	She has a subservient nature, always showing a willingness to follow others.	彼女は常に他人に従う姿勢を見せる従順な性格です。	かのじょはつねにたにんにしたがうしせいをみせるじゅうじゅんなせいかくです。	2	3	14454,2215,8524,7759,4099,6820,3401,4042,8203,1543
3457	walk on eggshells	to be very careful about one's words or actions in order to avoid upsetting someone	気を使う、デリケートに振る舞う	We are all walking on eggshells around him to avoid upsetting his mood.	彼の気分を害しないように、私たちはみんな彼の周りで気を使っています。	かれのきぶんをがいしないように、わたしたちはみんなかれのまわりできをつかっています。	1	1	8516,8718,6019,12445,11308,119,8652,4525,6533,3119
3458	molten	melted by heat, especially metal or rock	溶けた、溶融した	This metal is molten at high temperatures.	この金属は高温で溶けています。	このきんぞくはこうおんでとけています。	2	2	12240,13663,3993,8253,1021,3290,3296,11320,5910,3582
3459	opulent	showing great wealth and luxury	贅沢な、豊かな	She takes pride in living an opulent lifestyle.	彼女は贅沢な生活を送っていることを誇りに思っています。	かのじょはぜいたくなせいかつをおくっていることをほこりにおもっています。	2	3	3578,6246,10373,14377,5386,10707,5460,13825,2860,8214
3460	diligently	with careful and persistent effort; showing dedication	勤勉に、一生懸命に	He studies diligently every day.	彼は毎日勤勉に勉強しています。	かれはまいにちきんべんにべんきょうしています。	2	3	3482,7582,7994,14105,4059,3714,14062,14110,7452,13715
